4.52e-06	1.05e-05	2.56e-05	6.31e-05	0.000153	0.00036	0.000804	0.0017	0.00339	0.00634	0.0111	0.0183	0.0282	0.0406	0.0548	0.0691	0.0816	0.0902	0.0932	0.0902	0.0816
6.56e-06	1.43e-05	3.27e-05	7.68e-05	0.00018	0.000414	0.000913	0.00191	0.00379	0.00707	0.0124	0.0203	0.0313	0.045	0.0607	0.0766	0.0904	0.0999	0.103	0.0999	0.0904
9.52e-06	1.95e-05	4.15e-05	9.17e-05	0.000205	0.000457	0.000986	0.00204	0.004	0.00742	0.0129	0.0212	0.0325	0.0468	0.063	0.0795	0.0938	0.104	0.107	0.104	0.0938
1.39e-05	2.67e-05	5.32e-05	0.00011	0.000231	0.00049	0.00102	0.00207	0.00401	0.00736	0.0128	0.0208	0.0318	0.0457	0.0615	0.0774	0.0913	0.101	0.104	0.101	0.0913
2.02e-05	3.71e-05	6.94e-05	0.000133	0.000262	0.000523	0.00104	0.00204	0.00386	0.00697	0.0119	0.0193	0.0294	0.0421	0.0564	0.071	0.0836	0.0923	0.0953	0.0923	0.0836
2.91e-05	5.19e-05	9.25e-05	0.000167	0.000306	0.000569	0.00107	0.00199	0.00362	0.00637	0.0107	0.0171	0.0258	0.0367	0.049	0.0615	0.0723	0.0797	0.0823	0.0797	0.0723
4.14e-05	7.23e-05	0.000125	0.000214	0.00037	0.000643	0.00113	0.00197	0.00342	0.00578	0.00944	0.0147	0.0219	0.0308	0.0408	0.0509	0.0596	0.0656	0.0677	0.0656	0.0596
5.79e-05	9.97e-05	0.000169	0.000281	0.000463	0.000761	0.00125	0.00205	0.00334	0.00536	0.00839	0.0127	0.0184	0.0253	0.0331	0.0409	0.0476	0.0522	0.0538	0.0522	0.0476
7.89e-05	0.000135	0.000226	0.000369	0.000591	0.000934	0.00146	0.00226	0.00347	0.00526	0.00781	0.0113	0.0158	0.0212	0.0271	0.0329	0.038	0.0414	0.0426	0.0414	0.038
0.000105	0.000179	0.000297	0.00048	0.000757	0.00117	0.00177	0.00263	0.00385	0.00555	0.00783	0.0108	0.0145	0.0187	0.0233	0.0277	0.0315	0.034	0.0349	0.034	0.0315
0.000136	0.000232	0.000384	0.000616	0.000964	0.00147	0.00218	0.00317	0.0045	0.00624	0.00847	0.0112	0.0145	0.0181	0.0218	0.0254	0.0284	0.0303	0.031	0.0303	0.0284
0.000173	0.000295	0.000486	0.000778	0.00121	0.00183	0.0027	0.00386	0.00539	0.00733	0.00971	0.0125	0.0157	0.0191	0.0226	0.0257	0.0283	0.03	0.0306	0.0301	0.0284
0.000217	0.000369	0.000607	0.00097	0.00151	0.00227	0.00333	0.00473	0.00655	0.00881	0.0115	0.0146	0.0181	0.0217	0.0252	0.0284	0.031	0.0326	0.0333	0.0328	0.0313
0.000272	0.00046	0.000756	0.00121	0.00187	0.00281	0.0041	0.00582	0.00801	0.0107	0.0139	0.0176	0.0216	0.0257	0.0297	0.0332	0.0361	0.0381	0.0389	0.0385	0.0369
0.000342	0.000578	0.000946	0.00151	0.00233	0.00349	0.00509	0.0072	0.0099	0.0132	0.0171	0.0216	0.0264	0.0314	0.0362	0.0405	0.0441	0.0465	0.0476	0.0474	0.0458
0.000436	0.000732	0.0012	0.0019	0.00292	0.00437	0.00636	0.00899	0.0123	0.0165	0.0213	0.0269	0.0329	0.0391	0.0451	0.0506	0.0552	0.0585	0.0602	0.0602	0.0586
0.000555	0.000928	0.00151	0.00238	0.00366	0.00547	0.00795	0.0112	0.0154	0.0205	0.0266	0.0335	0.0411	0.0489	0.0566	0.0637	0.0697	0.0741	0.0767	0.0772	0.0756
0.000692	0.00115	0.00187	0.00294	0.0045	0.00671	0.00974	0.0137	0.0188	0.0251	0.0325	0.041	0.0503	0.06	0.0696	0.0786	0.0863	0.0921	0.0958	0.0969	0.0955
0.000823	0.00136	0.0022	0.00346	0.0053	0.00789	0.0114	0.0161	0.0221	0.0294	0.0381	0.0481	0.0591	0.0706	0.082	0.0928	0.102	0.109	0.114	0.116	0.115
0.000914	0.00151	0.00244	0.00383	0.00584	0.00869	0.0126	0.0177	0.0243	0.0323	0.042	0.053	0.0651	0.0778	0.0906	0.103	0.113	0.121	0.127	0.129	0.128
0.000934	0.00155	0.00249	0.0039	0.00596	0.00885	0.0128	0.018	0.0247	0.0329	0.0427	0.0539	0.0663	0.0793	0.0924	0.105	0.116	0.124	0.13	0.133	0.132
