0.00545	0.00622	0.00709	0.00807	0.00916	0.0103	0.0116	0.013	0.0144	0.0158	0.0172	0.0186	0.0199	0.0211	0.0221	0.023	0.0236	0.024	0.0241	0.024	0.0237
0.00586	0.00666	0.00757	0.00858	0.0097	0.0109	0.0122	0.0136	0.0151	0.0165	0.018	0.0194	0.0207	0.022	0.023	0.0239	0.0245	0.0249	0.0251	0.025	0.0246
0.00624	0.00707	0.00799	0.00903	0.0102	0.0114	0.0128	0.0142	0.0156	0.0171	0.0186	0.02	0.0214	0.0226	0.0237	0.0246	0.0252	0.0257	0.0258	0.0257	0.0254
0.00658	0.00742	0.00836	0.00941	0.0106	0.0118	0.0132	0.0146	0.0161	0.0175	0.019	0.0205	0.0218	0.0231	0.0242	0.025	0.0257	0.0261	0.0263	0.0262	0.0258
0.00687	0.00771	0.00866	0.00971	0.0109	0.0121	0.0134	0.0149	0.0163	0.0178	0.0193	0.0207	0.0221	0.0233	0.0243	0.0252	0.0259	0.0263	0.0265	0.0264	0.026
0.0071	0.00794	0.00887	0.00991	0.0111	0.0123	0.0136	0.015	0.0164	0.0179	0.0193	0.0207	0.022	0.0232	0.0243	0.0252	0.0258	0.0262	0.0264	0.0263	0.026
0.00726	0.00808	0.009	0.01	0.0111	0.0123	0.0136	0.015	0.0164	0.0178	0.0192	0.0205	0.0218	0.023	0.024	0.0248	0.0254	0.0258	0.026	0.0259	0.0256
0.00735	0.00815	0.00905	0.01	0.0111	0.0123	0.0135	0.0148	0.0161	0.0175	0.0188	0.0201	0.0214	0.0225	0.0234	0.0242	0.0248	0.0252	0.0254	0.0253	0.025
0.00736	0.00814	0.00899	0.00994	0.011	0.0121	0.0133	0.0145	0.0158	0.017	0.0183	0.0195	0.0207	0.0217	0.0227	0.0234	0.024	0.0244	0.0245	0.0245	0.0242
0.0073	0.00804	0.00885	0.00975	0.0107	0.0118	0.0129	0.014	0.0152	0.0164	0.0176	0.0188	0.0199	0.0208	0.0217	0.0224	0.023	0.0233	0.0234	0.0234	0.0231
0.00716	0.00786	0.00863	0.00947	0.0104	0.0114	0.0124	0.0135	0.0146	0.0157	0.0168	0.0179	0.0189	0.0198	0.0206	0.0212	0.0217	0.0221	0.0222	0.0221	0.0219
0.00695	0.0076	0.00832	0.0091	0.00994	0.0108	0.0118	0.0128	0.0138	0.0148	0.0158	0.0168	0.0177	0.0186	0.0193	0.0199	0.0204	0.0207	0.0208	0.0207	0.0205
0.00667	0.00728	0.00794	0.00866	0.00943	0.0103	0.0111	0.012	0.0129	0.0139	0.0148	0.0157	0.0165	0.0173	0.0179	0.0185	0.0189	0.0192	0.0193	0.0192	0.0191
0.00633	0.00689	0.0075	0.00815	0.00885	0.0096	0.0104	0.0112	0.012	0.0129	0.0137	0.0145	0.0152	0.0159	0.0165	0.017	0.0174	0.0176	0.0177	0.0177	0.0175
0.00595	0.00646	0.007	0.00759	0.00822	0.00889	0.00959	0.0103	0.0111	0.0118	0.0125	0.0132	0.0139	0.0145	0.015	0.0154	0.0158	0.016	0.0161	0.0161	0.0159
0.00553	0.00598	0.00647	0.007	0.00756	0.00815	0.00877	0.00941	0.0101	0.0107	0.0114	0.012	0.0125	0.0131	0.0135	0.0139	0.0142	0.0144	0.0145	0.0145	0.0144
0.00508	0.00548	0.00592	0.00638	0.00688	0.0074	0.00794	0.00849	0.00906	0.00963	0.0102	0.0107	0.0112	0.0117	0.0121	0.0124	0.0127	0.0128	0.0129	0.0129	0.0128
0.00462	0.00497	0.00535	0.00576	0.00619	0.00664	0.00711	0.00759	0.00808	0.00857	0.00905	0.00951	0.00994	0.0103	0.0107	0.011	0.0112	0.0113	0.0114	0.0114	0.0113
0.00415	0.00446	0.00479	0.00514	0.00551	0.0059	0.0063	0.00671	0.00713	0.00755	0.00796	0.00835	0.00871	0.00905	0.00934	0.00958	0.00976	0.00989	0.00995	0.00995	0.00988
0.00368	0.00395	0.00424	0.00454	0.00485	0.00518	0.00553	0.00588	0.00623	0.00658	0.00692	0.00725	0.00756	0.00784	0.00808	0.00829	0.00844	0.00855	0.0086	0.0086	0.00855
0.00324	0.00346	0.00371	0.00396	0.00423	0.00451	0.0048	0.00509	0.00538	0.00568	0.00596	0.00624	0.00649	0.00673	0.00693	0.0071	0.00723	0.00732	0.00736	0.00737	0.00732
